Sentiment,Label
koloran pula bola yellow pangarwa asul pantulo,neutral
rowing paborito ngayamnan,neutral
koloran,neutral
luog,neutral
saritaun i love you,neutral
naturan,neutral
namatian nagsisimbag gigibuwon,neutral
kawsa pinagpunan dahilan,neutral
epekto resulta kinaluwasan,neutral
diri nagkaon pamawan,neutral
irunggon istoryang babasawon,neutral
tamang,neutral
binnakal dulsi lily,neutral
nagdalagan napadapla,neutral
pagabot nauditan,negative
nagtangis lily,negative
nagluog kwarto,neutral
inubos kinaon dulsi pagubanuban nagkulog ngipon,neutral
nagbakal dulsi,neutral
binakal,neutral
kawsa nagtangis,neutral
nauditan,negative
nauditan ate,negative
inubos kinaon dulsi,neutral
naggayon ngipon,positive
nagkulog ngipon,negative
nagitom ngipon,negative
silngan inawan,neutral
pagpadison butangan tamang epekto kawsa nababayad,neutral
sumusunod ns,neutral
notbuk epekto sitwasyon,neutral
nabasa makusog danica,negative
abel maurot maginnawa,positive
napaalnas pagpanik alangkaw kawuy,negative
diri magkakaon roger,negative
nagtangis kagulpi baby,negative
i drowing epekto luog kawon,neutral
malinig maray pagkadruwing,positive
tama magayun apagkakulor,positive
importante maisiyan kawsa epekto bagaybagay,neutral
nakakatabang kawsa epekto solusyon problema buway,neutral
importante kawsa epekto nakatatabang kanato maisiyan nangyayari nakatatabang makagibu tamang solusyon problema,neutral
halimbawa,neutral
aldow naisipan ibaro magbaragbarag maiwas kakawuyan arani,neutral
naaling agiagi nagkara panlastiko pili bayong,neutral
diri arayo maray naabutan,neutral
makamati pagalop naisipan pauli diri raran pabalik,neutral
kapagalan nakaturog ibaro puon dakulong,neutral
pagkagisong narumruman inaanap ester nagingua makauli,positive
myentras nagaanap raran gurang kadakol bitbit igatong,positive
rugpan bitbit,positive
salamat isadi kakawuyan,positive
nauuda ibaro,neutral
tinabangan tatabangan makauli,positive
salamat makauli inaanap ester ibaro,positive
inibanan gurang ibaro tamang raran pauli kamuya nagistorya ester pagabot,positive
nauda ibaro kakawuyan,neutral
kakawuyan,neutral
nakabalik ibaro,neutral
pwede makagibo buod,neutral
nauda ibaro kakawuyan nagbabaragbarag,negative
nakabayad gurang kadakol bitbit rinugpan,positive
tinabangan gurang makapauli,positive
giyang makagibo buod,neutral
paggibo buod pagpapasunudsunod importanteng detalye,neutral
pwede pagsunod pyramid pagbubuod,neutral
anapon kahulugan saritaon mismong,neutral
tamang,neutral
sige bura bura bari pakpak,negative
dating lalauman bayong raot,neutral
narungog siyapsiyap bayong,neutral
ilinuog muna lolo juan bayong bagong awla,neutral
nalagalag jojo agihan,negative
nasala direksyon itinao anthony,negative
inumon bulong ara aldow,positive
makukulor supong,positive
maggibo magtao buod,neutral
froilan onestong,positive
nagtatabang pagtitinda prutas,positive
parabakal natatagak sintabo tindan,neutral
isinasaray ibinabalik kagsadiri,positive
kamuya nagpapasalamat pagnaibabalik natagak,positive
east tamang nakadepende,neutral
tama pagtao buod,positive
gatikot pagkabuod diri naibuod bilib,neutral
dyan uri tugbungan tamang saritaon makumpleto kaisipan naturan ngowan,neutral
pagbasa kaipuwan maintindiyan binabasa,neutral
importante pagiistorya unuman nabasa narungog alukot,neutral
importante maturan,neutral
maginom antibiotic madaling maray ilang,positive
magagayon costume kaiba pacontest,positive
onestong froilan nagtatabang pagtitinda,positive
nawawatak sintabo ibinabalik,positive
kamuya nakawawatak pagnaibabalik,positive
tamang nakadepende,neutral
tama pagtao buod,positive
gatikot pagkabuod,neutral
tagagabay kapakipakinabang siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,positive
ipaisi kaipuwan magkaagku answer panimulang pagsubok pagsasanay panapos pagsubok,neutral
iparumrum ibalik tulus maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,positive
diri pagsuratan likayan magasi marapak,positive
gumamit answer aktibiti,neutral
sige,neutral
maray alduw,positive
namumuya maray kamutangan,positive
maitatau buod babasawun,neutral
eksayted,positive
buod pagsasalaksalak importanteng nabasa narungug nasilngan,neutral
shato ngayamun ginagamitan kaputul kawuy,neutral
itau buod,neutral
nagiyan anita lolo andoy mainit,neutral
kaiba papa,neutral
naglutu masisiram pagkaun arug pansit turun,neutral
pagkatapus namong magkaun narigus salug malinig maagnuw narigus,neutral
itau buod pagkumpletu importanteng,neutral
nagiyan,neutral
naglutu masisiram pagkaun arug,neutral
pagkatapus salug,neutral
alduw naisipan ibaro magbaragbarag maiwas kakawuyan arani,neutral
naaling agiagi nagkara panlastiku pili bayung,neutral
diri arayu maray naabutan,neutral
makamati pagalup naisipan pauli diri raran pabalik,neutral
kapagalan nakaturug ibaro puun dakulung kawuy,neutral
pagkagisung narumruman inaanap ester nagingua makauli,neutral
mintras nagaanap raran gurang kadakul bitbit igatung,neutral
rugpan kitun bitbit,positive
salamat isadi kakawuyan,positive
nauuda ibaro,positive
tinabangan tatabangan makauli,positive
salamat makauli inaanap ester ibaro,positive
inibanan gurang ibaro tamang raran pauli kamuya nagisturya ester pagabut,positive
nauda ibaro kakawuyan,neutral
kakawuyan,neutral
nakabalik ibaro,neutral
nauda ibaro kakawuyan nagbabaragbarag,neutral
nakabayad gurang kadakul bitbit rinugpan,positive
tinabangan gurang makapauli,positive
giyang makagibu buod arug itinaung alimbawa,neutral
paggibu buod pagpapasunudsunod importanteng detalye,neutral
puwede pagsunud pyramid pagbubuod,positive
pagbubuod pagtau summary amu pagiisturya unuman nabasa narungug alukut,neutral
purbaran,neutral
rey kagustu magkarakaun matatamis,neutral
alduw naggalin tinagakan sintabu pambakal isusura imbes isusura inubus ibinakal dulsi,negative
pagkaubus dulsi binakal nagpuun magkulug ngipun,negative
naabtan nagparatangis,negative
kinnuko bulung sinibiyan rey diri palabi kaun dulsi amu pinagpupunan kulug ngipun,negative
gustu rey pagparakaunun,neutral
taunu nagkulug ngipun,neutral
naray kulug ngipun,neutral
matibay nagibu pagsasanay gumibu buod pagpapasunudsunod,neutral
nagngayamun alduw sabado,neutral
magtabang gigibun naisip manay magngayamun,neutral
nagkuku kaputul kawuy ngayamun shato,neutral
giyapun pangngayamun natad,neutral
kamuya napauli pagapun,positive
itau buod pagusay sumusunod,neutral
naisip manay magngayamun,neutral
giyapun pangngayamun,neutral
alduw sabado,neutral
magtabang gigibun,neutral
nagkuku kaputul kawuy ngayamun shato,neutral
nagibu buod pagsunudsunod,neutral
itau buod pyramid,neutral
nagibu buod giyang,neutral
domingo ramrag rinnamgut tiwtiw pongpong,neutral
naguunu pong tiwtiw,neutral
migsimba domingo makapagpasalamat tabang naitau amang diyos kanamo,neutral
pauli lugud sabiyan nono magsimba makapagpasalamat ama diri naumaliwan,neutral
itau buod pyramid,neutral
pamagat wakas praktisado paggibu buod,neutral
handa pangwakas pagsubok,neutral
sige,neutral
froilan onestong,positive
nagtatabang,positive
pagtitinda prutas,neutral
parabakal natatagak sintabu tindan,neutral
isinasaray tulus ibinabalik kagsadiri,neutral
kamuya nagpapasalamat pagnaibabalik natagak,positive
maggibu magtau buod istuya,neutral
panimulang pagsubok nagiyan anita lolo andoy,neutral
naglutu masisiram pagkaun arug pansit turun,positive
pagkatapus narigus salug,neutral
pagsasanay kagustu rey magparakaun matamis,positive
iinubus dulsing binakal nagkulug ngipun,negative
kinnuku bulung naray kulug ngipun,positive
pagsasanay alduw sabado,neutral
magtabang gigibun,neutral
naisip manay magngayamun,neutral
nagkuku pinutul kawuy ngayamun shato,neutral
giyapun pangngayamun,neutral
onestong froilan nagtatabang pagtitinda,positive
paginawawatak sintabu ibinabalik,positive
kamuya nakawawatak pagnaibabalik,positive
tamang nakadipende iskwela,neutral
ipaisi kaipuwan magkaagku answer pagsasanay post test,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
mahilig magbasa irungug,neutral
namamatian nakarurungug nakababasa saritaun masakit intindiyun,neutral
kuntintu maski diri adtu naintindiyan,neutral
damulag pagaradu pagila magugubat,neutral
usayun hanay makagibu saritaun tama nakabutang hanay b,neutral
suratang,neutral
pre test,neutral
isiyun tamang correction,neutral
intindiyun,neutral
luktun kamuyang nagngangayamun ibabuw natuturug damulag,positive
nagpanik talikuran damulag makaabut nagrusrus paibaba,negative
diri pigtuyu isturbun pagturug uda maraut iisip,neutral
namuya magngayamun taludtud,positive
diri pagkaunun pakimahirak luktun,negative
simbagun,neutral
kayang,positive
kamuyang nagngangayamun ibabuw natuturug damulag,neutral
damulag kadtu luktun,neutral
luktun mapatawad damulag,neutral
pinatawad damulag luktun,neutral
damulag papatawadun luktun,neutral
kaparyu kahulugan saritaun,neutral
dali daling tinakma luktun,negative
adtu ikug isura malang alnas diri narakup,negative
biglang nagdulag babu narisa tulus abut upus,negative
nakimahirak doktor bulungun malalang ilang,negative
diri isturbun natuturug ayam kagatun,negative
mansanas tamang saritaun mabilug,neutral
pagsasanay bayadun correction,neutral
pwede pagsasanay,neutral
aytem sala adalan utru magpadagus pagsasanay,neutral
anapun hanay b kaparyung kahulugan saritaun nakasurat hanay,neutral
pagsasanay,neutral
saring nadipisilan,neutral
arug ipinaguurgulyo,positive
gamitun sumusunod saritaun,neutral
nasimbagan pagsasanay,neutral
tsekan correction,neutral
namatian matapos maisiyan result pagpupursige pagsasanay,neutral
anapun kahulugan saritaun mismong,neutral
narungug siyapsiyap bayung sigi bura bura bari pakpak kadtu,neutral
ilinuug muna lolo juan bayung bagung awla,neutral
adtu dating lalauman bayung raut,negative
nalagalag jojo agihan,negative
nasala direksyon itinau anthony,negative
maginom antibiotic madaling maray ilang,neutral
inumon bulung ara alduw,neutral
magagayun costume kaiba pacontest,neutral
makukulur supung,neutral
madali matapos aralin,neutral
itsek correction bituun mareresibe baydun,neutral
mangnun,neutral
wakas nakaabut aralin,positive
namumuya pagsasanay,positive
tibay,positive
tagagabay kapakipakinabang siguruwun makapagtau oryentasyon miyembro gagamitun iingatan,positive
ipaisi kaipuwan magkaagku answer pagsasanay post test,neutral
iparumrum ibalik tulus maestro kaukulang tunguhin,neutral
saeskwela ginibo,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya modi,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
maray alduw matuturan tamang turutugbungkabitkabit kanatung,neutral
ready,neutral
maipapabayad kamu magsurat turutugbung kabitkabit,neutral
tamang giya makasurat tultul,neutral
excited pagmati maipaliwanag kamumuy,positive
sinorpresa inaasahan itau,positive
mikrobyong nakakaumaliw,negative
pandemya nagluluyap malalang ilang,negative
bistuwun,neutral
pre test,neutral
isiyun tamang correction,neutral
namumuya kawasang arani bertdey umaabut miyerkules,positive
nagpangadyi nagpasalamat mica mahal diyos tinawan sirang maray buway pandemya kandang,positive
kaalduw excited mica,positive
pagmata,neutral
sinorpresa papa rinigaluhan paborito ngayamnan munyikang kaparyo kalangkaw,positive
puun kadtu diri muna mica nakingayamun kaiginan pagabayan kontento munyika pigmamantinir kalinigan kapalibutan makalikay nagluluyap pandemya,positive
mica alduwna domingo,neutral
taunu mamuya mica,neutral
regalo papa,neutral
nararanasan problema,neutral
malikayan nakakaumaliw ilang,positive
importanteng karanasan maiuugnay nabasang,neutral
makatatabang pagadal,positive
bahaging matuturan tamang katurutugbung,positive
direksyon talaun dakulu sadit,neutral
pagsasanay bayadun correction,neutral
pwede pagsasanay,neutral
panuto dakulu sadit notbuk,neutral
tibay,positive
pagsasanay,neutral
saring nadipisilan,neutral
panuto arugun saritaun notbuk,neutral
bilib nasimbagan pagsasanay,positive
tsekan correction,neutral
namatian matapos maisiyan result pagpupursige pagsasanay,neutral
beses kaninyong notbuk,neutral
madali matapos aralin,positive
itsek correction,neutral
nagibu diri nagibu diri nagibu diri nagibu panuto turutugbung saritaun notbuk,neutral
aytem sala adalan utru magpadagus pagsasanay,neutral
arug ipinaguurgulyu,positive
bituun maririsibi baydun,neutral
wakas naka abut naka aralin,positive
namumuya pagsasanay,positive
tibay,positive
matuturan nagtatau lokasyon direksyon oras,positive
naturan nakaaging naturan pangabay adverb of manner,neutral
halimbawa adverb of manner,neutral
mamundung babayli,negative
baba,neutral
flower vase ibabuw,neutral
maluyang magsarita,negative
dalidaling nagsalida,neutral
paginawan silngan,neutral
flower vase irarum lamesa,neutral
flower vase kaabay paper bag,neutral
flower vase likuran,neutral
ibabuw irarum kaabay likuran magsabi lokasyon,neutral
grupo kaibang preposition binabauy prepositional phrase,neutral
halimbawa prepositional phrase gilid agranan bitnga tinampu,neutral
purbaran baydun,neutral
tamang preposition prepositional phrase inaayat,neutral
lamesa ballpen,neutral
upus bola lamesa,neutral
tandaan preposition nagtatau lokasyon direksyon,neutral
grupo kaibang preposition binabauy prepositional phrase,neutral
bistuwun tamang preposition prepositional phrase,neutral
ibabuw bitnga gilid kaabay,neutral
ulaan ayam,neutral
ulaan upus,neutral
upus kakapeyan lamesa,neutral
maray alduw,positive
maiisiyan iclassify pangngaran ibaibang kategorya,neutral
naming words ayop,neutral
nagluluto,neutral
nagiyan pista,neutral
ataman,neutral
opisina nagtatrabawo,neutral
naggalin nita,neutral
naglayog arayo bayung,neutral
nagiyan plasa,neutral
mamuya pasko,positive
sapatos regalo,neutral
nagbisita doktor eskwelan,neutral
igrupo tamang kategorya,neutral
nauuda pangngaran,neutral
pagsasanay,neutral
isiyon saring lebel kaiba,neutral
unong importanteng naturan,neutral
pangngaran,neutral
tiyak tiyak pangngaran,neutral
tiyak pangngaran ayop,neutral
nagpupuon dakulung,neutral
nagpupuon sadit,neutral
saring kategorya pangngaran naiiba,neutral
pangngaran,neutral
t tiyak tiyak,neutral
tibay,positive
saring nadipisilan,neutral
handa,neutral
tiyak tinutukoy sinasambit,neutral
alimbawa magayon munyika donna,neutral
mabuot nars klinik,positive
relo nena,neutral
alimbawa matamis grapes,neutral
namumuya,positive
masustansya,neutral
naintindiyan,neutral
purbaran masimbagan sumusunud,neutral
naturan baoy,positive
nagpupuun inisa sadit,neutral
pangngaran,neutral
dakol sirum dawon,neutral
mabuo,neutral
nagtatanom,neutral
migsipilyo ngipo,neutral
unong tabang kaipuwan makatuud,neutral
mass noun diri nabibilang pangngalan baoy pangngalan diri pwedeng mabilang,neutral
counters baoy pamilang pangngalan diri pwedeng mabilang,neutral
pakatapos,neutral
tamang,neutral
matinabang,positive
domingo ramrag,neutral
magsimba mameng trina tindan,neutral
namakal kawon gatas,neutral
paketeng kape,neutral
boteng lana limang kilong bugas,neutral
trina,neutral
kanamuya mameng narungog,positive
salamat trina,positive
maray makuapong mameng,positive
naglunad padyak napauli,neutral
pinamakal,neutral
trina tinabangan mameng,neutral
tinabangan trina,neutral
tama matinabang,neutral
nagiyan trina mameng domingo,neutral
paginawan kinuritan pamilang counter ginamit pangngalan,neutral
baso juice,neutral
tasa gatas,neutral
plato pansit,neutral
anapon kolum b tamang pamilang kolum,neutral
tamang,neutral
ilion tamang pamilang counter sumunod pangngalan diri nabibilang mass nouns luog kawon makumpleto,neutral
tamang,neutral
kaipuwan awak walong urualduw,neutral
nagsasagob jose,neutral
iinom kape papa ramrag,neutral
tinawan strawberry jam,positive
nakakaubos limang gatas ngod kauriyan,neutral
magsurat alukot repleksyon naturan moginibu,neutral
piginawan pagbasa pananda illustrasyon,neutral
naturan narumruman,neutral
labels nagtatau,neutral
nagpapabayad detalye,neutral
ipinapabayad,neutral
paginawan,neutral
nababasa kapalibutan,neutral
purbaran silngan,neutral
