cleaned_comment,Label
biyong nag kurit sa langit so kitkilat,Negative
na nagbuklat kana kanyang binayaan piklat.,Negative
hustisya ni isay,Positive
permi na sanang bitoon a,Positive
pirit na gustong aboton,Positive
ka mga kamot aralipot,Negative
kawasang diri na makatindog,Negative
ta uda na kusog.,Negative
permi na sanang ambon a,Positive
pirit na gustong saludon,Positive
ka mga matang hibog,Positive
kawasang din na makabayad,Negative
ta uda na pagmaan.,Negative
permi na sanang pulpog a,Positive
perit na gustong uyupon,Negative
ka ngabil na uda nagluluwas na angin,Negative
kawasang din na makauyop,Negative
ta uda na inangos.,Negative
ta iba palan ginuraan naman.,Negative
diri ko sira pupugolan,Negative
"na ika ngapit ringawan, mulmulan ka mga rira",Negative
sa kanimong siram saka sa matimtong na laman,Positive
hmmunn...malang tamis bagang pagsurusilngan,Positive
diri mo man lugod pakulugon a sakandang mga puson,Negative
"kin ika namitan naputoton, diri man lugod pasakruton",Negative
ana rira kin ika lasayon amayon o pagmararamragun,Negative
muya ka nira lalo kin ubaan ana ngamin mong awak,Positive
mabayad ana saray na laman. para sakanday ka,Neutral
"basta, ana puso mo para kanako",Positive
kaka burak mo pa sanaman,Positive
migpaliputok pako kiton.,Neutral
magulat sira ta,Neutral
ika inuumusuan ko pa sana.,Neutral
igin pa siya lamod ag ipot,Neutral
ta abong mawatak dawa malapdos.,Negative
soltero na siya lamod ag ipot,Negative
siya biyong nagitwas ta maatian bago niyang tsinelas.,Negative
gurang na siya lamod ag ipot,Negative
biyo na niyang kaputkapot,Positive
"ta gustong ipabayad sa gabos,",Positive
sa aking masoltero't magurang na dae mapanglingaw an saindang pinaggikanan.,Positive
kan ako ipinangaki,Positive
ako an naghihibi,Negative
dangan sinda gabos maogma.,Positive
kan ako naghali,Negative
ako dae naghihibi,Positive
dangan sinda bako ng maogma.,Negative
nata kun nuarin ika guminurang,Neutral
saka kaakian an kapalibutan?,Negative
"sain man kumiling, gari mga dyosa",Positive
an nakapalibot na mga daraga.,Positive
"dangan an makulog sa puso, sa payo",Negative
pagka naduotan o nasagidan mo,Negative
"dai man malikay, dai man maribok",Negative
gari nanunuksong sagin man maliod.,Negative
namamati daw o naaagimadmad,Neutral
kung talagang ika dai nang ratnalidegt,Negative
nata kun nuarin ndgkakwabtatie bigla,Neutral
ribong kamidbid an piglang minabutwa?,Negative
dakul na paryentes an naghihirilang,Negative
buda kataraning namay kaipuhan.,Negative
dawa katabang na boot nang magagom,Neutral
ika an puntiryang gibuhon na ninong.,Positive
pati su dati nang nagtutuyatuya,Negative
"may katikapuhan, biglang minalumya.",Negative
"napaparong kaya, nasasaridsid daw",Negative
kun igwang biyayang kwartang nasasaray?,Positive
an kayamanan daw madaling mapugrot,Negative
katikapuhan an pirming minasampot,Negative
su tagotago mo iyong nalalantad,Negative
daing nagmamangno sa gustong ilaladlad.,Negative
su dating namutan habo nang maglayas,Negative
su gusting bukudon iyo man an layas.,Negative
kung nangangaipo si kusug kan lawas,Positive
"dangan malayumay, habong magbungkaras.",Positive
su pinagpadaba iyong nabalisngag.,Positive
ano.daw an buhay ta priming baliktad?,Negative
tigbak na balulang,Negative
lihis na su mga aldaw kan balulang,Neutral
na dai madulag sain man ibulang,Negative
wara na su lukso kan dugong mainit,Negative
"na kun minabulwak masiram, ",Positive
"malanit dai na su kusog kan pusog na lawas,",Negative
maski pighapihap habong.,Negative
sa harong na sana ining sabungero,Negative
nagmamalayumay sa pagreretiro,Positive
pigbuburubulnot an sanribong uban,Neutral
"piggsusurusikwat, mga kukong gadan",Negative
"tulang na naglumoy, ugat na naluyos.",Negative
pag pinasikrapan an gurang nang agom,Neutral
su daragang pandok an nasa girumdom,Positive
"su butog na pisngi, mayumhok na puson,",Positive
"an buot na hadkan, buot hapihapon",Positive
nagmamawat pa man kuta ki sultada,Neutral
alagad dai nang kamandag an dara.,Negative
pagsulnop kan aldaw pagka piglilipot,Neutral
tigbak na balulang iyong kapotkapot,Negative
mientras nagtatagas su gabos na lawas,Negative
pigsisintiran su abong magbungkaras,Positive
dai masabutan an piglalamayan,Negative
anong gadan ining daing lulubungan?,Negative
"dawa naluog sadi, ",Positive
"buko pong ibig sabiyun na pagika ika nayka, ",Positive
kasusupgan nayka ka,Neutral
ku nakatagbo ako sa magayon na babayi ag nakimairak,Positive
"kanya magin maray sanay ka sa usto kin umiba kanako, ",Positive
"ag naglabus iya na punok, udang ngangabilon, ",Positive
"amu di a buot nyang sabiyon buko ikang duke na bantog a ngaran, ",Positive
uda malakbang na pangawak arog ka mga amerikano ag mapulang pigura ka mga,Negative
"indiano, pantay, maluldok na mata ag kulit na pinakusa ka angin sa",Negative
"mga maiwas na kaduduutan ag ka mga salog na nagbubulos kanda,",Positive
diri payka nakaiyan sadtu pitong dagat ag magbaklay kanda sari,Negative
"man sira, diri ko isi kin sari. kaya ngata, magarang, a magayon na",Positive
raraga arog ko na magiba kanimo?,Positive
nalingawan mo na udang awto a makasasalya kanimo sa,Negative
tinampo sa usadan sanang busol uda ako nabayad na mga lalaking,Neutral
"nagaantabay kanimo na nakapalibot, pagruta ko sa palda mo sa",Positive
talikundan ag pag ngurobngurob bendisyon sa payo mo a suso,Negative
"mo na plastadong nakalaso sa awak mo, alagad a paa mo ag piad",Neutral
a nagpupugol nakabado ikang tafetta na agko pligis na palda na,Negative
"nagpamuya kanamu ku nakaaging tagtikragan, ag pala nagngisi",Positive
ikapurupirming nagiimbitar sa mortal na peligro.,Positive
"amu, pariyo kitang sadi, ag nganing makalikay kita sadi",Positive
"diri malilikayan na pagkaisi tang adi, ",Negative
bukong mas maray kin magsuwayan kitang raran pauli?,Positive
sa puro ka tungtungan ku istasyon nakatindog ako na,Neutral
"udang kasiguruwan sading kinaban, sading banwaan, sa kanakong",Neutral
pamilya. ni sa ababaw na pagsip di ko madistinggir kun agko man,Neutral
ako dalan na lalabusan nganing makaabot sa paiiyanan. ,Positive
ni da ko maidipensa kun agko migunga kun tauno sadi ko tungtungan ku,Negative
"istasyon, nakakapot sadi kaputan, naiinganyo man ku paglunad,",Neutral
"o sa mga tawong nagpapaunod ku paglunad, sa mga tawong",Neutral
naglalabos o mga nagsisilong sana man ka mga tinda sa gilid. uda,Neutral
"basang nagunga kun tauno ako sadi, pero ngani, kun agko man,",Neutral
uda man iton kabutangan.,Negative
"pagabot ku trambiya sa punduwan, su babayi nagtindog sa",Neutral
arani ku tangga para magbaba. ta mala nyang rani baga na su,Neutral
pwede ko na iyang makaputan. nakasupong iyang itom na bado.,Positive
su mga paligis ku palda baga na su makusa kaya biyong tanos. ,Positive
igot su blusa na agko kwelyong puntas na puti na agko mga sasadit na lubot.,Neutral
su walang kamot biyong nakaandig sa ringring ku trambiya.,Neutral
su puro ku payong nakaduta sa ikarwang tangga. ,Neutral
moreno a kulor ka lalawgon nya. ,Positive
tabilog ag mahiwas su puro ku urong na baga na pinildit su darwang gilid. ,Positive
nagrambong na ku buwok na agko man mga dikit na naglalaylay sa may gilid ku angog. ,Positive
namasdan ko su ngamin na mga pasikotsikot ku luog ag su anino ku talinga nya.,Neutral
"ku puntong adto, naunga ko so sadiri ko tauno man ta baga",Neutral
"na di iya namamangha sa sadiri nya, tikom, ag di basang magpulaw?",Negative
na iba man sa agnow kin disyembre sadi,Positive
"ta adi sinusuksok san tulang ag laman,",Negative
baga na ragom ka kamunduan,Negative
na tinutusok sa rurugan pagpisisilngan,Negative
"ana maiwas ag da katapusan na kaputian,",Negative
o maski na ana init kana baybay,Positive
kin sari ana angin nagtataol sa kalipongawan.,Negative
"kinakaya nira di sa irarom ka ibang bitoon o bulan,",Positive
nangangaturugan para sa maray na aldow o kinaudmaan,Positive
na di nira nasisilag sadi kanatong kabukidan.,Negative
"ta kulang raw kaya kita sa pagtubod sa kanatong sadiri,",Negative
kaya binabayaan ta sa iba na magsabi,Negative
"amo di maray para kaninyo, amo masabot,",Positive
"alagad di ta naririsa su kanirang mga kamot,",Neutral
sibot sa baol basa ka kaninyong bagot.,Negative
"naggagalin raw kita ta di ta mabayad sadi raga,",Negative
"napoon kangaran ta, a marambong na udma?",Positive
"pinanluyan na raw kita sa boot,",Negative
sa mga nangako ag nagabot sa kamot,Neutral
"dadaraon kita sa minamawot,",Positive
paguswag na pigooroporop?,Positive
naglalayog a mga ngangabilon ta,Neutral
"alagad, mga panganoron kin taginit,",Negative
na uda darang uran para sa guak na mga kaoman.,Negative
"linulunad kita sa lawi ka mga kaogman,",Neutral
ta a mga manok nagtutugpaan na,Neutral
huli gayod ta su mga apoon ta man mga parabaklay,Neutral
"kaya diri kita natotoon, o natutuong sa sadiri tang lugar.",Negative
maski su mga bagay o tawo na nagtao kanatong ngaran,Neutral
"su alatco, si nora, saavedra sagkod si taduran",Neutral
galin kanato alagad raga man nira ginalinan.,Negative
ta ono uda ta sadi ta pirme kitang nagtatanaw,Negative
sa arayo sagkod ibang pangpang o kaoman,Negative
"mantang mas masinag a aldow sa sumagang,",Positive
"a tubig padagos a bulos, sa masoso ag butawan!",Negative
"kusogboot na naninirbiyan sa mga among dayuhan,",Positive
"a mga kagigin o igin ta, por medyo raw sana sa dolyar",Neutral
o nganing pagmagbalikbayan agko ipaiinom sa mga,Neutral
"binayaan, stateside na alak ag sigarilyo  para sa mga istambay?",Negative
"a mga raraga ta isinusugal, onra maski ana buway",Negative
sa mga baga na inaabagat na pigseserbiyan.,Negative
"a mga soltero ta linalabanan ana lula, katibaadan",Positive
"sa iwas kana kadagatan, nganing magkaagko man",Positive
"atop a baloy, makapagadal su kauriyan",Positive
"mabalukat su raga, mabayaran su malangabang listan",Positive
sa utang sa kaabay na tindan ni nana istang.,Neutral
tinitios nira a agnow ka nieve,Negative
kuno makaturog sa nanok,Neutral
ading mga kabaluyan,Neutral
na nasa bitnga ka kariribukan,Negative
"na di man nira inanap, alagad",Neutral
"tinubo sa raga nirang baga na mga doot,",Neutral
sadto kamaisan na abo nang magabot.,Neutral
pula a mga mais sa san pedro,Positive
ula a mga mais sa san pedro.,Positive
natugma ko pinatiting rugo,Negative
ko pinatumbang barubata,Negative
nakagood sadto raprap.,Neutral
inoonga ta ngowan,Positive
para sa ono?,Neutral
para ki isay?,Positive
anggan kuno?,Positive
ta anggan ngowan,Neutral
malangsa pa a angin sa mga bukid.,Negative
a dawon ka mais,Neutral
"sundang na malang tatarom,",Negative
ag a mais mismo mga ngipon,Neutral
na nagraragot sa pagkaungut.,Negative
sari paiyan ading baga na uda,Neutral
katapusan na pagparabaklay sa mga kakadlaganan?,Negative
ading pagkaandal pagabot ka kagabiyan?,Negative
"pero irak man ku mga igin,",Negative
ag su kayrakan sa dios..,Positive
"si mrs. kuwa man palan,",Neutral
naginanakit ki msgr. na di nasambitan,Negative
"na nagdonar, sadto souvenir program.",Positive
"de nuestro, amen.",Positive
sari palan a sisibugan?,Negative
sadto naman ki kuwa?,Neutral
pirme sana yan na pansit bato.,Positive
"isi mo, si fr. man palan",Positive
ipangangalit sa mga katekista,Negative
maski su mga ibos na sana.,Neutral
agko na kabalyo,Negative
"amo ngani,",Positive
magatol man kaya ading ikarwa,Negative
baga na si kuwa,Neutral
"kaya man, sari nay ya",Neutral
"kin iya migraan, dapat ana amerika",Negative
"tawan iya sa bandera,",Positive
pantawob ka kabaong niya.,Negative
pagrumrom ka arog niyang,Positive
pantalan ku mga nakikipaggiyera,Neutral
"sadto vietnam, ku dekada 60",Neutral
abot 70. iya ms. subic,Neutral
"kadto, su mga puti",Neutral
ag mga itom naguunaan,Neutral
ka awak ag irikitik niya.,Negative
amo dto tinao niya,Neutral
magpaluwas ka orag,Positive
ka mga soldados na di pa ngani,Neutral
napupuknit sa saya ka ina nira.,Negative
"ku uring magsurat iya,",Neutral
"sa tulid ag matanos na ingles,",Positive
daog pa mga maestra,Positive
itinugon niyang amo,Positive
benepisyaryo ku insurance,Positive
"kin a imahe ngani sa altar, nasasamnuwan burak,.",Positive
uno pa daw a namumuyang nakukligos pang tunay.,Negative
"niya. kaya sadi, si mia bilang parausip ag parasurat, nagi?",Neutral
"usad ag simbolikong balyana, su suanoy na babaying",Neutral
namumuon ka rito para ki aswang.,Negative
a pagmidbid ka pagusip ag pagsurat kina,Neutral
kaipuwan na sambiton sadi ta katubuan ka mga istorya,Positive
"sa koleksyon nakagamot sa panahon sa paguusip,",Neutral
na kadto paagi sa pagkakatuod ag pagmuyamuya. ,Positive
"si mia bilang parasurat sa sinublian na ngangabilon,",Positive
"tinuytuyan ading pagkakaiba ag angganan ka paguusip,",Positive
arog ka balyana na midyum ka pagbalyo ag pakikiusip,Positive
"galin sa nababayad ag di nababayad na kinaban, sa nakaagi ag sa nguwan.",Positive
" nagibo niya ding matrayumpo sa lenggwaheng nagaguman su bisto ag estranyo, su luma ag kontemporaryo, su maugma ag malipungow sa espasyo ag turos ka speculative fiction.",Positive
"sa waiting for agua de mayo, si bakunawa, su suanoy na dragon na pigtutubudan na tutulnon a bulan kin agko eklipse ag pagaaluwon ka mga kababaiyan sa pangunguna ka balyana, nagin dakulong ugot bayawak",Positive
sa tagalog na tutunga kin mayo sa barit na usad na salog sa iriga. ,Positive
"sadi, ana tema ka pagpapasaluib ag kulog na dara pangunguna ka balyana, nagin dakulong ugot bayawak",Positive
a darwa o dakol pang magkaparehong karakter migkaagko sadiring dalagan sa buway.,Positive
nga adi ag magigin posible.,Positive
"unga ngani liwat ni lady boy, winner di ba?",Positive
tumang baloy nganing sadto mmagistar kalba si rapa iton niya.,Negative
payaba ku igin na babayi su pukuapuon niyang lalaki pati su mga istorya na ipagpaparaistorya niyang lalaki pati su mga istorya na ipagpaparaistorya,Positive
"trangkahan, mikimairak iya ki mama niya na diri iya ipagtagak.",Negative
 biyo iyang makakatakot na maglabos sadto trangkahan ag magluluog sadto lumang baloy na adto na diri niya isi kin ngata.,Negative
"diri ika pakaiginiginon pala dungas, sasaritaan iya ni mama niya.",Negative
 payaba ika saka diri ika sadi mauuno ta babalikan ko man ika tulos.,Positive
"nagpundo kong magkaon sa manok pakatapos ta diri ko kayang kaunon a mga madiyon ko o my, arayong erensya nira, noh?!",Neutral
 diri man nagreklamo si daddy ta abo mo naman talaga magkaon sa manok kin ika man nagaangos ag nagaataman kanda sa bilog mong buway.,Positive
 pigoorgulyo ni daddy kin pauno kong masasabi kin uno sala sa aring manok na maiisiyan ko pag,Positive
chikahan namo ka mga chicas. ,Neutral
pigoorgulyo man niya,Positive
kin paunong nagin lagong ading boses ko ag kin pauno,Neutral
kong lang abladang magagi na bagana lalong na amo,Positive
"pigpagibo kanako ku mga manok, nagkuko pa ngani sira sa sulog nganing ipabayad kanako.",Positive
" basta sa diri sana ako makigkigan, ta a lagong kong boses magigin rait pala migtaas a palad ag mga guramoy ko na agko kasabay na",Negative
"aaaaay!, pirmi sana kong bagana sy pangaturpanan nagunga si mary, uno gusto mong kapatawaran naman nguwan?",Neutral
"nagkumpisal si padre bobby, nagin amo na ako kin uno su apay ko.",Neutral
usad naman? ,Neutral
pampira na di nguwan? ,Neutral
pang upat na?,Neutral
nagtango si padre bobby. ,Positive
saka usad naman na igin na lalaki.,Positive
pundo na. ,Negative
makaigin pa ika sa usad pa ikagu guraan na ka puso ko.,Negative
nagukrong si padre bobby pala nagtango utro.,Positive
"pinnirong si mary ag diri na nginabil su isi naman nira,",Negative
pribadong awtopsiya tabi apo ki federico garcia lorca,Neutral
"gamit an abrelatang daan,",Neutral
bubuksan ko,Positive
an sakuyang daghan.,Positive
hahanapon an,Positive
pinamalumhok na gusok,Positive
asin duman ko,Neutral
enot na itatadom,Neutral
an naghihingadan na tarom,Negative
kan pandusok.,Neutral
pamagol kong gagamiton,Negative
an natatadang liwoy,Neutral
kontra sa usog kan girumdom.,Positive
"liliwuyan ko an sakuyang palad,",Neutral
"angog, bitis, daghan, pusod,",Neutral
"puputlan, an sako.",Neutral
dangan papaitukon ko,Neutral
an mga ngipon,Neutral
"kan abrelata,",Neutral
hihilingon an,Positive
"pagsuruhayan kan jaman,",Negative
"kan gusok, an pagburabod kan dugo.",Negative
mawot kong magin kabaing,Positive
kan pagbukad nin burak.,Positive
babaguhon kan takla,Positive
kan abrelata an kulor,Neutral
"kan sakuyang kublit,",Neutral
makupot ini,Negative
may nagkakalakapa,Negative
"na anghel paitaas gikan sa tuktok kaini, solido asin an saiyang pakpak kakulor kan pigbukday na kayo.",Positive
hihinguwaon ko man na simbagon an pirang hapot arog sa kun pano ko,Positive
nagibong hilingon an naglalanubig na mata kan damulag kataid an natiyanan na bubon,Negative
asin kan gadan na kahoy nin balaigang pigkanapan nin mga maririgsok na balagon.,Negative
kun pano ako nakakakakan dawa minalaog parati sa isip an buklat na mata kan urig,Neutral
sa karnehan o an mga amarilyong mata kan alabado sa simbahan asin idtong mga matang,Neutral
pigtuod na magtaram sa laog kan mapapasit asin mababawang abandonadong sinehan.,Negative
"kun dai ako matatakot sa dugo asin makakayanan ko an kulog kan sadiring pagduklit,",Negative
kun dai ako magaalangan sa kinaban na syertong tutuyawon an pagduklit ko,Negative
"kan sakuyang mata, kun dai ako aantion kan kun anuman an sasabihon sakuya",Neutral
"kan mga tawong makakahiling sa sako na hilinga, uya an tawo napagal na sa paghiling...",Negative
"kun an mga ini dai ko na mation, tibaad dyan ko pa sana maaraman an tunay",Positive
na kahulugan kan sinasabing kagayunan na dai kaipuhan nin anuman na panalmingan.,Positive
"tinukduan ko na an sadiri nin tuninong na buhay,",Positive
"mabuhay sa lindong kan kadunungan, susudon",Neutral
